Codelist,Variable_Name,Description
CL_INDICATOR_GFSYSSUC2014,GFC31,Net cash outflow: investment in nonfinancial assets
CL_INDICATOR_GFSYSSUC2014,GFC314,Net cash outflow: investment in nonproduced assets
CL_INDICATOR_GFSYSSUC2014,GFC313,Net cash outflow: investment in valuables
CL_INDICATOR_GFSYSSUC2014,GFNCB,Net change in the stock of cash
CL_INDICATOR_GFSYSSUC2014,GFC33,Net incurrence of liabilities
CL_INDICATOR_GFSYSSUC2014,GFC28,Other payments
CL_INDICATOR_GFSYSSUC2014,GFC14,Other receipts
CL_INDICATOR_GFSYSSUC2014,GFCPB,Primary cash surplus (+) /deficit (-)
CL_INDICATOR_GFSYSSUC2014,GFC22,Purchases of goods and services
CL_INDICATOR_GFSYSSUC2014,GFC1,Revenue cash flows
CL_INDICATOR_GFSYSSUC2014,GFC27,Social benefit payments
CL_INDICATOR_GFSYSSUC2014,GFC12,Social contributions
CL_INDICATOR_GFSYSSUC2014,GFC25,Subsidy payments
CL_INDICATOR_GFSYSSUC2014,GFC11,Tax receipts
CL_AREA_GFSIBS2015,AF,Afghanistan
CL_AREA_GFSIBS2015,AL,Albania
CL_AREA_GFSIBS2015,DZ,Algeria
CL_AREA_GFSIBS2015,AO,Angola
CL_AREA_GFSIBS2015,AI,Anguilla
CL_AREA_GFSIBS2015,AG,Antigua and Barbuda
CL_AREA_GFSIBS2015,AR,Argentina
CL_AREA_GFSIBS2015,AM,Armenia
CL_AREA_GFSIBS2015,AW,Aruba
CL_AREA_GFSIBS2015,AU,Australia
CL_AREA_GFSIBS2015,AT,Austria
CL_AREA_GFSIBS2015,AZ,Azerbaijan
CL_AREA_GFSIBS2015,BS,Bahamas
CL_AREA_GFSIBS2015,BH,Bahrain
CL_AREA_GFSIBS2015,BD,Bangladesh
CL_AREA_GFSIBS2015,BB,Barbados
CL_AREA_GFSIBS2015,BY,Belarus
CL_AREA_GFSIBS2015,BE,Belgium
CL_AREA_GFSIBS2015,BZ,Belize
CL_AREA_GFSIBS2015,BJ,Benin
CL_AREA_GFSIBS2015,BT,Bhutan
CL_AREA_GFSIBS2015,BO,Bolivia
CL_AREA_GFSIBS2015,BA,Bosnia and Herzegovina
CL_AREA_GFSIBS2015,BW,Botswana
CL_AREA_GFSIBS2015,BR,Brazil
CL_AREA_GFSIBS2015,BN,Brunei Darussalam
CL_AREA_GFSIBS2015,BG,Bulgaria
CL_AREA_GFSIBS2015,BF,Burkina Faso
CL_AREA_GFSIBS2015,BI,Burundi
CL_AREA_GFSIBS2015,CV,Cape Verde
CL_AREA_GFSIBS2015,KH,Cambodia
CL_AREA_GFSIBS2015,CM,Cameroon
CL_AREA_GFSIBS2015,CA,Canada
CL_AREA_GFSIBS2015,KY,Cayman Islands
CL_AREA_GFSIBS2015,CF,Central African Republic
CL_AREA_GFSIBS2015,TD,Chad
CL_AREA_GFSIBS2015,CL,Chile
CL_AREA_GFSIBS2015,HK,"Hong Kong, China"
CL_AREA_GFSIBS2015,MO,Macao
CL_AREA_GFSIBS2015,CN,China
CL_AREA_GFSIBS2015,CO,Colombia
CL_AREA_GFSIBS2015,KM,Comoros
CL_AREA_GFSIBS2015,CD,"Congo, the Democratic Republic of the"
CL_AREA_GFSIBS2015,CG,Congo
CL_AREA_GFSIBS2015,CK,Cook Islands
CL_AREA_GFSIBS2015,CR,Costa Rica
CL_AREA_GFSIBS2015,CI,Cote d`Ivoire
CL_AREA_GFSIBS2015,HR,Croatia
CL_AREA_GFSIBS2015,1C_355,Curacao & St. Maarten
CL_AREA_GFSIBS2015,CY,Cyprus
CL_AREA_GFSIBS2015,CZ,Czech Republic
CL_AREA_GFSIBS2015,DK,Denmark
CL_AREA_GFSIBS2015,DJ,Djibouti
CL_AREA_GFSIBS2015,DM,Dominica
CL_AREA_GFSIBS2015,DO,Dominican Republic
CL_AREA_GFSIBS2015,EC,Ecuador
CL_AREA_GFSIBS2015,EG,Egypt
CL_AREA_GFSIBS2015,SV,El Salvador
CL_AREA_GFSIBS2015,GQ,Equatorial Guinea
CL_AREA_GFSIBS2015,ER,Eritrea
CL_AREA_GFSIBS2015,EE,Estonia
CL_AREA_GFSIBS2015,ET,Ethiopia
CL_AREA_GFSIBS2015,U2,Euro area (Member States and Institutions of the Euro Area) changing composition
CL_AREA_GFSIBS2015,FJ,Fiji
CL_AREA_GFSIBS2015,FI,Finland
CL_AREA_GFSIBS2015,FR,France
CL_AREA_GFSIBS2015,GA,Gabon
CL_AREA_GFSIBS2015,GM,Gambia
CL_AREA_GFSIBS2015,GE,Georgia
CL_AREA_GFSIBS2015,DE,Germany
CL_AREA_GFSIBS2015,GH,Ghana
CL_AREA_GFSIBS2015,GR,Greece
CL_AREA_GFSIBS2015,GD,Grenada
CL_AREA_GFSIBS2015,GT,Guatemala
CL_AREA_GFSIBS2015,GN,Guinea
CL_AREA_GFSIBS2015,GW,Guinea-Bissau
CL_AREA_GFSIBS2015,GY,Guyana
CL_AREA_GFSIBS2015,HT,Haiti
CL_AREA_GFSIBS2015,HN,Honduras
CL_AREA_GFSIBS2015,HU,Hungary
CL_AREA_GFSIBS2015,IS,Iceland
CL_AREA_GFSIBS2015,IN,India
CL_AREA_GFSIBS2015,ID,Indonesia
CL_AREA_GFSIBS2015,IR,"Iran, Islamic Republic of"
CL_AREA_GFSIBS2015,IQ,Iraq
CL_AREA_GFSIBS2015,IE,Ireland
CL_AREA_GFSIBS2015,IL,Israel
CL_AREA_GFSIBS2015,IT,Italy
CL_AREA_GFSIBS2015,JM,Jamaica
CL_AREA_GFSIBS2015,JP,Japan
CL_AREA_GFSIBS2015,JO,Jordan
CL_AREA_GFSIBS2015,KZ,Kazakhstan
CL_AREA_GFSIBS2015,KE,Kenya
CL_AREA_GFSIBS2015,KI,Kiribati
CL_AREA_GFSIBS2015,KR,"Korea, Republic of"
CL_AREA_GFSIBS2015,XK,Kosovo
CL_AREA_GFSIBS2015,KW,Kuwait
CL_AREA_GFSIBS2015,KG,Kyrgyzstan
CL_AREA_GFSIBS2015,LA,Lao People`s Democratic Republic
CL_AREA_GFSIBS2015,LV,Latvia
CL_AREA_GFSIBS2015,LB,Lebanon
CL_AREA_GFSIBS2015,LS,Lesotho
CL_AREA_GFSIBS2015,LR,Liberia
CL_AREA_GFSIBS2015,LY,Libya
CL_AREA_GFSIBS2015,LT,Lithuania
CL_AREA_GFSIBS2015,LU,Luxembourg
CL_AREA_GFSIBS2015,MK,"Macedonia, The Former Yugoslav Republic of"
CL_AREA_GFSIBS2015,MG,Madagascar
CL_AREA_GFSIBS2015,MW,Malawi
CL_AREA_GFSIBS2015,MY,Malaysia
CL_AREA_GFSIBS2015,MV,Maldives
CL_AREA_GFSIBS2015,ML,Mali
CL_AREA_GFSIBS2015,MT,Malta
CL_AREA_GFSIBS2015,MH,Marshall islands
CL_AREA_GFSIBS2015,MR,Mauritania
CL_AREA_GFSIBS2015,MU,Mauritius
CL_AREA_GFSIBS2015,MX,Mexico
CL_AREA_GFSIBS2015,FM,"Micronesia, Federated States of"
CL_AREA_GFSIBS2015,MD,"Moldova, Republic of"
CL_AREA_GFSIBS2015,MC,Monaco
CL_AREA_GFSIBS2015,MN,Mongolia
CL_AREA_GFSIBS2015,ME,Montenegro
CL_AREA_GFSIBS2015,MS,Montserrat
CL_AREA_GFSIBS2015,MA,Morocco
CL_AREA_GFSIBS2015,MZ,Mozambique
CL_AREA_GFSIBS2015,MM,Myanmar
CL_AREA_GFSIBS2015,NA,Namibia
CL_AREA_GFSIBS2015,NR,Nauru
CL_AREA_GFSIBS2015,NP,Nepal
CL_AREA_GFSIBS2015,NL,Netherlands
CL_AREA_GFSIBS2015,AN,Netherlands Antilles
CL_AREA_GFSIBS2015,NZ,New Zealand
CL_AREA_GFSIBS2015,NI,Nicaragua
CL_AREA_GFSIBS2015,NE,Niger
CL_AREA_GFSIBS2015,NG,Nigeria
CL_AREA_GFSIBS2015,NO,Norway
CL_AREA_GFSIBS2015,OM,Oman
CL_AREA_GFSIBS2015,PK,Pakistan
CL_AREA_GFSIBS2015,PW,Palau
CL_AREA_GFSIBS2015,PA,Panama
CL_AREA_GFSIBS2015,PG,Papua New Guinea
CL_AREA_GFSIBS2015,PY,Paraguay
CL_AREA_GFSIBS2015,PE,Peru
CL_AREA_GFSIBS2015,PH,Philippines
CL_AREA_GFSIBS2015,PL,Poland
CL_AREA_GFSIBS2015,PT,Portugal
CL_AREA_GFSIBS2015,QA,Qatar
CL_AREA_GFSIBS2015,RO,Romania
CL_AREA_GFSIBS2015,RU,Russian Federation
CL_AREA_GFSIBS2015,RW,Rwanda
CL_AREA_GFSIBS2015,WS,Samoa
CL_AREA_GFSIBS2015,SM,San Marino
CL_AREA_GFSIBS2015,ST,Sao Tome and Principe
CL_AREA_GFSIBS2015,SA,Saudi Arabia
CL_AREA_GFSIBS2015,SN,Senegal
CL_AREA_GFSIBS2015,CS,Serbia and Montenegro
CL_AREA_GFSIBS2015,RS,Serbia
CL_AREA_GFSIBS2015,SC,Seychelles
CL_AREA_GFSIBS2015,SL,Sierra Leone
CL_AREA_GFSIBS2015,SG,Singapore
CL_AREA_GFSIBS2015,SK,Slovakia
CL_AREA_GFSIBS2015,SI,Slovenia
CL_AREA_GFSIBS2015,SB,Solomon Islands
CL_AREA_GFSIBS2015,SO,Somalia
CL_AREA_GFSIBS2015,ZA,South Africa
CL_AREA_GFSIBS2015,SS,South Sudan
CL_AREA_GFSIBS2015,ES,Spain
CL_AREA_GFSIBS2015,LK,Sri Lanka
CL_AREA_GFSIBS2015,KN,Saint Kitts and Nevis
CL_AREA_GFSIBS2015,LC,Saint Lucia
CL_AREA_GFSIBS2015,VC,Saint Vincent and the Grenadines
CL_AREA_GFSIBS2015,SD,Sudan
CL_AREA_GFSIBS2015,SR,Suriname
CL_AREA_GFSIBS2015,SZ,Swaziland
CL_AREA_GFSIBS2015,SE,Sweden
CL_AREA_GFSIBS2015,CH,Switzerland
CL_AREA_GFSIBS2015,SY,Syrian Arab Republic
CL_AREA_GFSIBS2015,TJ,Tajikistan
CL_AREA_GFSIBS2015,TZ,"Tanzania, United Republic of"
CL_AREA_GFSIBS2015,TH,Thailand
CL_AREA_GFSIBS2015,TL,Timor-Leste
CL_AREA_GFSIBS2015,TG,Togo
CL_AREA_GFSIBS2015,TO,Tonga
CL_AREA_GFSIBS2015,TT,Trinidad and Tobago
CL_AREA_GFSIBS2015,TN,Tunisia
CL_AREA_GFSIBS2015,TR,Turkey
CL_AREA_GFSIBS2015,TM,Turkmenistan
CL_AREA_GFSIBS2015,TV,Tuvalu
CL_AREA_GFSIBS2015,UG,Uganda
CL_AREA_GFSIBS2015,UA,Ukraine
CL_AREA_GFSIBS2015,AE,United Arab Emirates
CL_AREA_GFSIBS2015,GB,United Kingdom
CL_AREA_GFSIBS2015,US,United States
CL_AREA_GFSIBS2015,UY,Uruguay
CL_AREA_GFSIBS2015,UZ,Uzbekistan
CL_AREA_GFSIBS2015,VU,Vanuatu
CL_AREA_GFSIBS2015,VE,"Venezuela, Bolivarian Republic"
CL_AREA_GFSIBS2015,VN,Viet Nam
CL_AREA_GFSIBS2015,PS,"Palestine, State of"
CL_AREA_GFSIBS2015,1C_473,Yemen Arab Rep.
CL_AREA_GFSIBS2015,YE,Yemen
CL_AREA_GFSIBS2015,ZM,Zambia
CL_AREA_GFSIBS2015,ZW,Zimbabwe
CL_AREA_GFSIBS2015,1C_All_Countries_for_Dissemination_Online,All Countries for Dissemination - Online
CL_AREA_GFSIBS2015,1C_GFSY_2014_Country_Pages,All Countries for Dissemination - Print
CL_SECTOR_GFSIBS2015,S1311B,Budgetary central government
CL_SECTOR_GFSIBS2015,S1311,Central government (excl. social security funds)
CL_SECTOR_GFSIBS2015,S1321,Central government (incl. social security funds)
CL_SECTOR_GFSIBS2015,S13112,Extrabudgetary central government
CL_SECTOR_GFSIBS2015,S13,General government
CL_SECTOR_GFSIBS2015,S1313,Local governments
CL_SECTOR_GFSIBS2015,S1314,Social security funds
CL_SECTOR_GFSIBS2015,S1312,State governments
CL_UNIT_GFSIBS2015,XDC,Domestic currency
CL_UNIT_GFSIBS2015,XDC_R_B1GQ,Percent of GDP
CL_GFS_STO_GFSIBS2015,G42,Holding gains and losses in financial assets
CL_GFS_STO_GFSIBS2015,G43,Holding gains and losses in liabilities
CL_GFS_STO_GFSIBS2015,G41,Holding gains and losses in nonfinancial assets
CL_GFS_STO_GFSIBS2015,G31,Investment in nonfinancial assets
CL_GFS_STO_GFSIBS2015,G32,Net acquisition of financial assets
CL_GFS_STO_GFSIBS2015,G33,Net incurrence of liabilities
CL_GFS_STO_GFSIBS2015,G92,Other economic flows in financial assets
CL_GFS_STO_GFSIBS2015,G93,Other economic flows in liabilities
CL_GFS_STO_GFSIBS2015,G91,Other economic flows in nonfinancial assets
CL_GFS_STO_GFSIBS2015,G62,Stock position financial assets
CL_GFS_STO_GFSIBS2015,G63,Stock position liabilities
CL_GFS_STO_GFSIBS2015,G61,Stock position of nonfinancial assets
CL_GFS_STO_GFSIBS2015,G52,Volume changes in financial assets
CL_GFS_STO_GFSIBS2015,G53,Volume changes in liabilities
CL_GFS_STO_GFSIBS2015,G51,Volume changes in nonfinancial assets
CL_INSTR_ASSET_GFSIBS2015,N11,Buildings & structures
CL_INSTR_ASSET_GFSIBS2015,F64,Claims of pension funds on pension managers 
CL_INSTR_ASSET_GFSIBS2015,F2,Currency & deposits 
CL_INSTR_ASSET_GFSIBS2015,F3,Debt securities 
CL_INSTR_ASSET_GFSIBS2015,F5,Equity & investment fund shares
CL_INSTR_ASSET_GFSIBS2015,F7,Financial derivatives & employee stock options 
CL_INSTR_ASSET_GFSIBS2015,N1,Fixed assets
CL_INSTR_ASSET_GFSIBS2015,F6,"Insurance, pension, & standardized guarantee schemes (IPSGS)"
CL_INSTR_ASSET_GFSIBS2015,N44,Intangible nonproduced assets
CL_INSTR_ASSET_GFSIBS2015,N2,Inventories
CL_INSTR_ASSET_GFSIBS2015,N41,Land
CL_INSTR_ASSET_GFSIBS2015,F62,Life insurance & annuity entitlements 
CL_INSTR_ASSET_GFSIBS2015,F4,Loans 
CL_INSTR_ASSET_GFSIBS2015,N12,Machinery & equipment
CL_INSTR_ASSET_GFSIBS2015,N42,Mineral & energy resources
CL_INSTR_ASSET_GFSIBS2015,F1,Monetary gold & SDRs 
CL_INSTR_ASSET_GFSIBS2015,F61,Nonlife insurance technical reserves
CL_INSTR_ASSET_GFSIBS2015,N4,Nonproduced nonfinancial assets
CL_INSTR_ASSET_GFSIBS2015,F8,Other accounts receivable/payable (OAR/OAP)
CL_INSTR_ASSET_GFSIBS2015,N13,Other fixed assets
CL_INSTR_ASSET_GFSIBS2015,N43,Other naturally occurring assets
CL_INSTR_ASSET_GFSIBS2015,F63,Pension entitlements [GFS]
CL_INSTR_ASSET_GFSIBS2015,F65,Provisions for calls under standardized guarantees 
CL_INSTR_ASSET_GFSIBS2015,F12,SDRs 
CL_INSTR_ASSET_GFSIBS2015,F,Total financial assets/liabilities 
CL_INSTR_ASSET_GFSIBS2015,N,Total nonfinancial assets
CL_INSTR_ASSET_GFSIBS2015,N3,Valuables
CL_INSTR_ASSET_GFSIBS2015,N14,Weapons systems
CL_COUNTERPART_AREA_GFSIBS2015,D,Domestic
CL_COUNTERPART_AREA_GFSIBS2015,E,External
CL_COUNTERPART_AREA_GFSIBS2015,T,Total
CL_COUNTERPART_AREA_GFSIBS2015,All Countries,All Countries
CL_AREA_GFSFALCS2015,AF,Afghanistan
CL_AREA_GFSFALCS2015,AL,Albania
CL_AREA_GFSFALCS2015,DZ,Algeria
CL_AREA_GFSFALCS2015,AO,Angola
CL_AREA_GFSFALCS2015,AI,Anguilla
CL_AREA_GFSFALCS2015,AG,Antigua and Barbuda
CL_AREA_GFSFALCS2015,AR,Argentina
CL_AREA_GFSFALCS2015,AM,Armenia
CL_AREA_GFSFALCS2015,AW,Aruba
CL_AREA_GFSFALCS2015,AU,Australia
CL_AREA_GFSFALCS2015,AT,Austria
CL_AREA_GFSFALCS2015,AZ,Azerbaijan
CL_AREA_GFSFALCS2015,BS,Bahamas
CL_AREA_GFSFALCS2015,BH,Bahrain
CL_AREA_GFSFALCS2015,BD,Bangladesh
CL_AREA_GFSFALCS2015,BB,Barbados
CL_AREA_GFSFALCS2015,BY,Belarus
CL_AREA_GFSFALCS2015,BE,Belgium
CL_AREA_GFSFALCS2015,BZ,Belize
CL_AREA_GFSFALCS2015,BJ,Benin
CL_AREA_GFSFALCS2015,BT,Bhutan
CL_AREA_GFSFALCS2015,BO,Bolivia
CL_AREA_GFSFALCS2015,BA,Bosnia and Herzegovina
CL_AREA_GFSFALCS2015,BW,Botswana
CL_AREA_GFSFALCS2015,BR,Brazil
CL_AREA_GFSFALCS2015,BN,Brunei Darussalam
CL_AREA_GFSFALCS2015,BG,Bulgaria
CL_AREA_GFSFALCS2015,BF,Burkina Faso
CL_AREA_GFSFALCS2015,BI,Burundi
CL_AREA_GFSFALCS2015,CV,Cape Verde
CL_AREA_GFSFALCS2015,KH,Cambodia
CL_AREA_GFSFALCS2015,CM,Cameroon
CL_AREA_GFSFALCS2015,CA,Canada
CL_AREA_GFSFALCS2015,KY,Cayman Islands
CL_AREA_GFSFALCS2015,CF,Central African Republic
CL_AREA_GFSFALCS2015,TD,Chad
CL_AREA_GFSFALCS2015,CL,Chile
CL_AREA_GFSFALCS2015,HK,"Hong Kong, China"
CL_AREA_GFSFALCS2015,MO,Macao
CL_AREA_GFSFALCS2015,CN,China
CL_AREA_GFSFALCS2015,CO,Colombia
CL_AREA_GFSFALCS2015,KM,Comoros
CL_AREA_GFSFALCS2015,CD,"Congo, the Democratic Republic of the"
CL_AREA_GFSFALCS2015,CG,Congo
CL_AREA_GFSFALCS2015,CK,Cook Islands
CL_AREA_GFSFALCS2015,CR,Costa Rica
CL_AREA_GFSFALCS2015,CI,Cote d`Ivoire
CL_AREA_GFSFALCS2015,HR,Croatia
CL_AREA_GFSFALCS2015,1C_355,Curacao & St. Maarten
CL_AREA_GFSFALCS2015,CY,Cyprus
CL_AREA_GFSFALCS2015,CZ,Czech Republic
CL_AREA_GFSFALCS2015,DK,Denmark
CL_AREA_GFSFALCS2015,DJ,Djibouti
CL_AREA_GFSFALCS2015,DM,Dominica
CL_AREA_GFSFALCS2015,DO,Dominican Republic
CL_AREA_GFSFALCS2015,EC,Ecuador
CL_AREA_GFSFALCS2015,EG,Egypt
CL_AREA_GFSFALCS2015,SV,El Salvador
CL_AREA_GFSFALCS2015,GQ,Equatorial Guinea
CL_AREA_GFSFALCS2015,ER,Eritrea
CL_AREA_GFSFALCS2015,EE,Estonia
CL_AREA_GFSFALCS2015,ET,Ethiopia
CL_AREA_GFSFALCS2015,U2,Euro area (Member States and Institutions of the Euro Area) changing composition
CL_AREA_GFSFALCS2015,FJ,Fiji
CL_AREA_GFSFALCS2015,FI,Finland
CL_AREA_GFSFALCS2015,FR,France
CL_AREA_GFSFALCS2015,GA,Gabon
CL_AREA_GFSFALCS2015,GM,Gambia
CL_AREA_GFSFALCS2015,GE,Georgia
CL_AREA_GFSFALCS2015,DE,Germany
CL_AREA_GFSFALCS2015,GH,Ghana
CL_AREA_GFSFALCS2015,GR,Greece
CL_AREA_GFSFALCS2015,GD,Grenada
CL_AREA_GFSFALCS2015,GT,Guatemala
CL_AREA_GFSFALCS2015,GN,Guinea
CL_AREA_GFSFALCS2015,GW,Guinea-Bissau
CL_AREA_GFSFALCS2015,GY,Guyana
CL_AREA_GFSFALCS2015,HT,Haiti
CL_AREA_GFSFALCS2015,HN,Honduras
CL_AREA_GFSFALCS2015,HU,Hungary
CL_AREA_GFSFALCS2015,IS,Iceland
CL_AREA_GFSFALCS2015,IN,India
CL_AREA_GFSFALCS2015,ID,Indonesia
CL_AREA_GFSFALCS2015,IR,"Iran, Islamic Republic of"
CL_AREA_GFSFALCS2015,IQ,Iraq
CL_AREA_GFSFALCS2015,IE,Ireland
CL_AREA_GFSFALCS2015,IL,Israel
CL_AREA_GFSFALCS2015,IT,Italy
CL_AREA_GFSFALCS2015,JM,Jamaica
CL_AREA_GFSFALCS2015,JP,Japan
CL_AREA_GFSFALCS2015,JO,Jordan
CL_AREA_GFSFALCS2015,KZ,Kazakhstan
CL_AREA_GFSFALCS2015,KE,Kenya
CL_AREA_GFSFALCS2015,KI,Kiribati
CL_AREA_GFSFALCS2015,KR,"Korea, Republic of"
CL_AREA_GFSFALCS2015,XK,Kosovo
CL_AREA_GFSFALCS2015,KW,Kuwait
CL_AREA_GFSFALCS2015,KG,Kyrgyzstan
CL_AREA_GFSFALCS2015,LA,Lao People`s Democratic Republic
CL_AREA_GFSFALCS2015,LV,Latvia
CL_AREA_GFSFALCS2015,LB,Lebanon
CL_AREA_GFSFALCS2015,LS,Lesotho
CL_AREA_GFSFALCS2015,LR,Liberia
CL_AREA_GFSFALCS2015,LY,Libya
CL_AREA_GFSFALCS2015,LT,Lithuania
CL_AREA_GFSFALCS2015,LU,Luxembourg
CL_AREA_GFSFALCS2015,MK,"Macedonia, The Former Yugoslav Republic of"
CL_AREA_GFSFALCS2015,MG,Madagascar
CL_AREA_GFSFALCS2015,MW,Malawi
CL_AREA_GFSFALCS2015,MY,Malaysia
CL_AREA_GFSFALCS2015,MV,Maldives
CL_AREA_GFSFALCS2015,ML,Mali
CL_AREA_GFSFALCS2015,MT,Malta
CL_AREA_GFSFALCS2015,MH,Marshall islands
CL_AREA_GFSFALCS2015,MR,Mauritania
CL_AREA_GFSFALCS2015,MU,Mauritius
CL_AREA_GFSFALCS2015,MX,Mexico
CL_AREA_GFSFALCS2015,FM,"Micronesia, Federated States of"
CL_AREA_GFSFALCS2015,MD,"Moldova, Republic of"
CL_AREA_GFSFALCS2015,MC,Monaco
CL_AREA_GFSFALCS2015,MN,Mongolia
CL_AREA_GFSFALCS2015,ME,Montenegro
CL_AREA_GFSFALCS2015,MS,Montserrat
CL_AREA_GFSFALCS2015,MA,Morocco
CL_AREA_GFSFALCS2015,MZ,Mozambique
CL_AREA_GFSFALCS2015,MM,Myanmar
CL_AREA_GFSFALCS2015,NA,Namibia
CL_AREA_GFSFALCS2015,NR,Nauru
CL_AREA_GFSFALCS2015,NP,Nepal
CL_AREA_GFSFALCS2015,NL,Netherlands
CL_AREA_GFSFALCS2015,AN,Netherlands Antilles
CL_AREA_GFSFALCS2015,NZ,New Zealand
CL_AREA_GFSFALCS2015,NI,Nicaragua
CL_AREA_GFSFALCS2015,NE,Niger
CL_AREA_GFSFALCS2015,NG,Nigeria
CL_AREA_GFSFALCS2015,NO,Norway
CL_AREA_GFSFALCS2015,OM,Oman
CL_AREA_GFSFALCS2015,PK,Pakistan
CL_AREA_GFSFALCS2015,PW,Palau
CL_AREA_GFSFALCS2015,PA,Panama
CL_AREA_GFSFALCS2015,PG,Papua New Guinea
CL_AREA_GFSFALCS2015,PY,Paraguay
CL_AREA_GFSFALCS2015,PE,Peru
CL_AREA_GFSFALCS2015,PH,Philippines
CL_AREA_GFSFALCS2015,PL,Poland
CL_AREA_GFSFALCS2015,PT,Portugal
CL_AREA_GFSFALCS2015,QA,Qatar
CL_AREA_GFSFALCS2015,RO,Romania
CL_AREA_GFSFALCS2015,RU,Russian Federation
CL_AREA_GFSFALCS2015,RW,Rwanda
CL_AREA_GFSFALCS2015,WS,Samoa
CL_AREA_GFSFALCS2015,SM,San Marino
CL_AREA_GFSFALCS2015,ST,Sao Tome and Principe
CL_AREA_GFSFALCS2015,SA,Saudi Arabia
CL_AREA_GFSFALCS2015,SN,Senegal
CL_AREA_GFSFALCS2015,CS,Serbia and Montenegro
CL_AREA_GFSFALCS2015,RS,Serbia
CL_AREA_GFSFALCS2015,SC,Seychelles
CL_AREA_GFSFALCS2015,SL,Sierra Leone
CL_AREA_GFSFALCS2015,SG,Singapore
CL_AREA_GFSFALCS2015,SK,Slovakia
CL_AREA_GFSFALCS2015,SI,Slovenia
CL_AREA_GFSFALCS2015,SB,Solomon Islands
CL_AREA_GFSFALCS2015,SO,Somalia
CL_AREA_GFSFALCS2015,ZA,South Africa
CL_AREA_GFSFALCS2015,SS,South Sudan
CL_AREA_GFSFALCS2015,ES,Spain
CL_AREA_GFSFALCS2015,LK,Sri Lanka
CL_AREA_GFSFALCS2015,KN,Saint Kitts and Nevis
CL_AREA_GFSFALCS2015,LC,Saint Lucia
CL_AREA_GFSFALCS2015,VC,Saint Vincent and the Grenadines
CL_AREA_GFSFALCS2015,SD,Sudan
CL_AREA_GFSFALCS2015,SR,Suriname
CL_AREA_GFSFALCS2015,SZ,Swaziland
CL_AREA_GFSFALCS2015,SE,Sweden
CL_AREA_GFSFALCS2015,CH,Switzerland
CL_AREA_GFSFALCS2015,SY,Syrian Arab Republic
CL_AREA_GFSFALCS2015,TJ,Tajikistan
CL_AREA_GFSFALCS2015,TZ,"Tanzania, United Republic of"
CL_AREA_GFSFALCS2015,TH,Thailand
CL_AREA_GFSFALCS2015,TL,Timor-Leste
CL_AREA_GFSFALCS2015,TG,Togo
CL_AREA_GFSFALCS2015,TO,Tonga
CL_AREA_GFSFALCS2015,TT,Trinidad and Tobago
CL_AREA_GFSFALCS2015,TN,Tunisia
CL_AREA_GFSFALCS2015,TR,Turkey
CL_AREA_GFSFALCS2015,TM,Turkmenistan
CL_AREA_GFSFALCS2015,TV,Tuvalu
CL_AREA_GFSFALCS2015,UG,Uganda
CL_AREA_GFSFALCS2015,UA,Ukraine
CL_AREA_GFSFALCS2015,AE,United Arab Emirates
CL_AREA_GFSFALCS2015,GB,United Kingdom
CL_AREA_GFSFALCS2015,US,United States
CL_AREA_GFSFALCS2015,UY,Uruguay
CL_AREA_GFSFALCS2015,UZ,Uzbekistan
CL_AREA_GFSFALCS2015,VU,Vanuatu
CL_AREA_GFSFALCS2015,VE,"Venezuela, Bolivarian Republic"
CL_AREA_GFSFALCS2015,VN,Viet Nam
CL_AREA_GFSFALCS2015,PS,"Palestine, State of"
CL_AREA_GFSFALCS2015,1C_473,Yemen Arab Rep.
CL_AREA_GFSFALCS2015,YE,Yemen
CL_AREA_GFSFALCS2015,ZM,Zambia
CL_AREA_GFSFALCS2015,ZW,Zimbabwe
CL_SECTOR_GFSFALCS2015,S1311B,Budgetary central government
CL_SECTOR_GFSFALCS2015,S1311,Central government (excl. social security funds)
CL_SECTOR_GFSFALCS2015,S1321,Central government (incl. social security funds)
CL_SECTOR_GFSFALCS2015,S13112,Extrabudgetary central government
CL_SECTOR_GFSFALCS2015,S13,General government
CL_SECTOR_GFSFALCS2015,S1313,Local governments
CL_SECTOR_GFSFALCS2015,S1314,Social security funds
CL_SECTOR_GFSFALCS2015,S1312,State governments
CL_UNIT_GFSFALCS2015,XDC,Domestic currency
CL_UNIT_GFSFALCS2015,XDC_R_B1GQ,Percent of GDP
CL_INDICATOR_GFSFALCS2015,G32,Net acquisition of financial assets
CL_INDICATOR_GFSFALCS2015,G6,Net financial worth
CL_INDICATOR_GFSFALCS2015,G33,Net incurrence of liabilities
CL_INDICATOR_GFSFALCS2015,G3,Net transactions affecting net financial worth
CL_INDICATOR_GFSFALCS2015,G62,Stock position of financial assets
CL_INDICATOR_GFSFALCS2015,G63,Stock position of liabilities
CL_COUNTERPART_SECTOR_GFSFALCS2015,BA,Budgetary central government
CL_COUNTERPART_SECTOR_GFSFALCS2015,CB,Central bank
CL_COUNTERPART_SECTOR_GFSFALCS2015,CG,Central government (excl. social security)
CL_COUNTERPART_SECTOR_GFSFALCS2015,DFC,"Deposit taking corporations, except the central bank"
CL_COUNTERPART_SECTOR_GFSFALCS2015,EFC,"External, Financial corporations"
CL_COUNTERPART_SECTOR_GFSFALCS2015,EGG,"External, General government"
